,Region,Category,Level,Place,Player,Time,Run Date,ID,Date,Standard Time,Benchmark Time,3rd Time,4th Time,Base Score,Standard Score,Benchmark Score,Medal Score,Run Score,dTIME,dRUNSCORE
573,PAL,Reverse,Sunset Bay,17,Ipsum86,84.652,2020-05-07,m35gvr6y,2022-01-01,69.999,68.999,68.182,68.628,0.17,0.0,0.0,0.0,0.17,0.0,0.0
574,PAL,Reverse,Sunset Bay,18,Mahrla,85.359,2011-05-26,mk4x161y,2022-01-01,69.999,68.999,68.182,68.628,0.13,0.0,0.0,0.0,0.13,0.0,0.0
575,PAL,Reverse,Sunset Bay,19,JimB,85.893,2018-07-14,y891xr5m,2022-01-01,69.999,68.999,68.182,68.628,0.1,0.0,0.0,0.0,0.1,0.0,0.0
576,PAL,Reverse,Sunset Bay,20,DJ-Cat,87.657,2020-07-17,y25w595y,2022-01-01,69.999,68.999,68.182,68.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,NTSC,Reverse,Drake Lake,1,Game,71.222,2019-09-29,z57232jm,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,3.0,4.0,10.0,0.0,0.0
578,NTSC,Reverse,Drake Lake,2,doctorfeesh,71.298,2019-04-04,mr8p9k7y,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,3.0,2.12,8.12,0.0,0.0
579,NTSC,Reverse,Drake Lake,3,Shibbypod,71.327,2019-08-14,yl0ewxry,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,3.0,1.41,7.41,0.0,0.0
580,NTSC,Reverse,Drake Lake,4,MyOhMyPancakes,71.384,2021-07-16,z5rqkj5y,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,2.75,0.0,5.75,0.0,0.0
581,NTSC,Reverse,Drake Lake,5,Illudude,71.423,2018-01-15,mekw7d3m,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,2.57,0.0,5.57,0.0,0.0
582,NTSC,Reverse,Drake Lake,6,quickpersonsIND,71.504,2018-12-26,y6pq650m,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,2.21,0.0,5.21,0.0,0.0
583,NTSC,Reverse,Drake Lake,7,MDK1,71.67,2020-06-07,z5j2rqgm,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,1.47,0.0,4.47,0.0,0.0
584,NTSC,Reverse,Drake Lake,8,the_androgyne,71.731,2018-07-06,zq33oq8y,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,1.2,0.0,4.2,0.0,0.0
585,NTSC,Reverse,Drake Lake,9,andypanther,71.823,2021-07-15,ydero4wm,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,0.79,0.0,3.79,0.0,0.0
586,NTSC,Reverse,Drake Lake,10,AS_Money,71.867,2019-09-30,zxk7658m,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,0.59,0.0,3.59,0.0,0.0
587,NTSC,Reverse,Drake Lake,11,MetalHead,71.938,2019-10-09,zp49oevz,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,0.27,0.0,3.27,0.0,0.0
588,NTSC,Reverse,Drake Lake,12,mrpitchy,71.979,2019-03-17,y2q6187y,2022-01-01,72.999,71.999,71.327,71.384,1.0,2.0,0.09,0.0,3.09,0.0,0.0
589,NTSC,Reverse,Drake Lake,13,meauxdal,72.078,2017-12-28,mek0v98m,2022-01-01,72.999,71.999,71.327,71.384,1.0,1.84,0.0,0.0,2.84,0.0,0.0
590,NTSC,Reverse,Drake Lake,14,GhillieGuide,72.203,2017-07-23,y45e4ndm,2022-01-01,72.999,71.999,71.327,71.384,1.0,1.59,0.0,0.0,2.59,0.0,0.0
591,NTSC,Reverse,Drake Lake,15,KoiIroHoshi,72.525,2017-06-25,y45wrg3m,2022-01-01,72.999,71.999,71.327,71.384,1.0,0.95,0.0,0.0,1.95,0.0,0.0
592,NTSC,Reverse,Drake Lake,16,kirch,72.837,2018-07-05,z11j3r7z,2022-01-01,72.999,71.999,71.327,71.384,1.0,0.32,0.0,0.0,1.32,0.0,0.0
593,NTSC,Reverse,Drake Lake,17,RyanWarner,74.231,2021-12-12,y20q5k9m,2022-01-01,72.999,71.999,71.327,71.384,0.93,0.0,0.0,0.0,0.93,,
594,NTSC,Reverse,Drake Lake,18,Bace,75.252,2018-01-29,zgnor9dy,2022-01-01,72.999,71.999,71.327,71.384,0.87,0.0,0.0,0.0,0.87,0.0,0.0
595,PAL,Reverse,Drake Lake,19,JimB,87.239,2019-06-19,y6lpqnjy,2022-01-01,72.999,71.999,71.327,71.384,0.19,0.0,0.0,0.0,0.19,0.0,0.0
596,PAL,Reverse,Drake Lake,20,Mahrla,88.671,2011-05-11,zq6nqlxy,2022-01-01,72.999,71.999,71.327,71.384,0.11,0.0,0.0,0.0,0.11,0.0,0.0
597,PAL,Reverse,Drake Lake,21,DJ-Cat,90.681,2020-07-06,y4wkqoqm,2022-01-01,72.999,71.999,71.327,71.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,NTSC,Reverse,Marine Fortress,1,Shibbypod,69.733,2019-01-27,m7po2rem,2022-01-01,70.999,69.999,69.922,70.536,1.0,2.0,3.0,4.0,10.0,0.0,0.0
599,NTSC,Reverse,Marine Fortress,2,doctorfeesh,69.795,2020-08-24,z05gol4m,2022-01-01,70.999,69.999,69.922,70.536,1.0,2.0,3.0,3.69,9.69,0.0,0.0
600,NTSC,Reverse,Marine Fortress,3,Game,69.922,2019-07-13,znrke67y,2022-01-01,70.999,69.999,69.922,70.536,1.0,2.0,3.0,3.06,9.06,0.0,0.0
601,NTSC,Reverse,Marine Fortress,4,AS_Money,70.536,2020-12-11,me6ng40z,2022-01-01,70.999,69.999,69.922,70.536,1.0,0.93,0.0,0.0,1.93,0.0,0.0
602,NTSC,Reverse,Marine Fortress,5,MyOhMyPancakes,70.754,2018-07-23,zn4k4j9m,2022-01-01,70.999,69.999,69.922,70.536,1.0,0.49,0.0,0.0,1.49,0.0,0.0
603,NTSC,Reverse,Marine Fortress,6,mo_moe,70.814,2017-10-02,y230pe7m,2022-01-01,70.999,69.999,69.922,70.536,1.0,0.37,0.0,0.0,1.37,0.0,0.0
604,NTSC,Reverse,Marine Fortress,7,GhillieGuide,70.969,2018-07-20,zn4o3e9m,2022-01-01,70.999,69.999,69.922,70.536,1.0,0.06,0.0,0.0,1.06,0.0,0.0
605,NTSC,Reverse,Marine Fortress,8,MetalHead,71.171,2021-04-13,m7d9ppwm,2022-01-01,70.999,69.999,69.922,70.536,0.99,0.0,0.0,0.0,0.99,0.0,0.0
606,NTSC,Reverse,Marine Fortress,9,the_androgyne,71.309,2018-07-19,y43104dz,2022-01-01,70.999,69.999,69.922,70.536,0.99,0.0,0.0,0.0,0.99,0.0,0.0
607,NTSC,Reverse,Marine Fortress,10,KoiIroHoshi,71.899,2017-06-20,mekok42m,2022-01-01,70.999,69.999,69.922,70.536,0.96,0.0,0.0,0.0,0.96,0.0,0.0
608,NTSC,Reverse,Marine Fortress,11,andypanther,72.218,2021-07-21,y27xr49z,2022-01-01,70.999,69.999,69.922,70.536,0.94,0.0,0.0,0.0,0.94,0.0,0.0
609,NTSC,Reverse,Marine Fortress,12,Bunta,72.42,2018-02-19,zn8gep9z,2022-01-01,70.999,69.999,69.922,70.536,0.93,0.0,0.0,0.0,0.93,0.0,0.0
610,NTSC,Reverse,Marine Fortress,13,meauxdal,72.485,2019-02-08,mk9okj1z,2022-01-01,70.999,69.999,69.922,70.536,0.93,0.0,0.0,0.0,0.93,0.0,0.0
611,NTSC,Reverse,Marine Fortress,14,RyanWarner,76.106,2020-07-24,yd5vg6vm,2022-01-01,70.999,69.999,69.922,70.536,0.76,0.0,0.0,0.0,0.76,0.0,0.0
612,NTSC,Reverse,Marine Fortress,15,Bace,78.46,2018-03-18,y23rl56m,2022-01-01,70.999,69.999,69.922,70.536,0.65,0.0,0.0,0.0,0.65,0.0,0.0
613,PAL,Reverse,Marine Fortress,16,JimB,88.499,2019-06-17,mk29devm,2022-01-01,70.999,69.999,69.922,70.536,0.19,0.0,0.0,0.0,0.19,0.0,0.0
614,PAL,Reverse,Marine Fortress,17,Mahrla,91.149,2011-05-27,yvgexw6y,2022-01-01,70.999,69.999,69.922,70.536,0.06,0.0,0.0,0.0,0.06,0.0,0.0
615,PAL,Reverse,Marine Fortress,18,DJ-Cat,92.521,2020-07-23,zprk0pgm,2022-01-01,70.999,69.999,69.922,70.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,NTSC,Reverse,Port Blue,1,doctorfeesh,75.039,2020-08-04,z05k1vom,2022-01-01,76.999,75.999,75.993,76.717,1.0,2.0,3.0,4.0,10.0,0.0,0.0
617,NTSC,Reverse,Port Blue,2,Shibbypod,75.468,2019-06-18,mk290wxm,2022-01-01,76.999,75.999,75.993,76.717,1.0,2.0,3.0,2.98,8.98,0.0,0.0
618,NTSC,Reverse,Port Blue,3,Game,75.993,2020-08-04,yd5o56qm,2022-01-01,76.999,75.999,75.993,76.717,1.0,2.0,3.0,1.73,7.73,0.0,0.0
619,NTSC,Reverse,Port Blue,4,AS_Money,76.717,2021-01-02,ylvw1r2m,2022-01-01,76.999,75.999,75.993,76.717,1.0,0.56,0.0,0.0,1.56,0.0,0.0
620,NTSC,Reverse,Port Blue,5,mo_moe,76.889,2017-08-15,yvg13joy,2022-01-01,76.999,75.999,75.993,76.717,1.0,0.22,0.0,0.0,1.22,0.0,0.0
621,NTSC,Reverse,Port Blue,6,MyOhMyPancakes,76.942,2020-08-04,y4w0wwqm,2022-01-01,76.999,75.999,75.993,76.717,1.0,0.11,0.0,0.0,1.11,0.0,0.0
622,NTSC,Reverse,Port Blue,7,MetalHead,77.266,2019-06-18,y95269nz,2022-01-01,76.999,75.999,75.993,76.717,0.99,0.0,0.0,0.0,0.99,0.0,0.0
623,NTSC,Reverse,Port Blue,8,KoiIroHoshi,77.385,2017-12-22,mrqlgvgy,2022-01-01,76.999,75.999,75.993,76.717,0.98,0.0,0.0,0.0,0.98,0.0,0.0
624,NTSC,Reverse,Port Blue,9,GhillieGuide,77.694,2017-06-20,zq6w6xxy,2022-01-01,76.999,75.999,75.993,76.717,0.96,0.0,0.0,0.0,0.96,0.0,0.0
625,NTSC,Reverse,Port Blue,10,the_androgyne,77.698,2018-04-03,yvgk4nxy,2022-01-01,76.999,75.999,75.993,76.717,0.96,0.0,0.0,0.0,0.96,0.0,0.0
626,NTSC,Reverse,Port Blue,11,meauxdal,77.726,2017-11-19,y8qxl4xy,2022-01-01,76.999,75.999,75.993,76.717,0.96,0.0,0.0,0.0,0.96,0.0,0.0
627,NTSC,Reverse,Port Blue,12,andypanther,78.015,2021-07-13,yj5g7vgm,2022-01-01,76.999,75.999,75.993,76.717,0.95,0.0,0.0,0.0,0.95,0.0,0.0
628,NTSC,Reverse,Port Blue,13,Bunta,80.483,2018-03-09,y678d16m,2022-01-01,76.999,75.999,75.993,76.717,0.81,0.0,0.0,0.0,0.81,0.0,0.0
629,NTSC,Reverse,Port Blue,14,Bace,83.325,2018-03-18,y6784vqm,2022-01-01,76.999,75.999,75.993,76.717,0.66,0.0,0.0,0.0,0.66,0.0,0.0
630,PAL,Reverse,Port Blue,15,Mahrla,94.155,2011-05-27,yo48x1dm,2022-01-01,76.999,75.999,75.993,76.717,0.07,0.0,0.0,0.0,0.07,0.0,0.0
631,PAL,Reverse,Port Blue,16,JimB,95.056,2018-07-22,m7pqrl0m,2022-01-01,76.999,75.999,75.993,76.717,0.02,0.0,0.0,0.0,0.02,0.0,0.0
632,PAL,Reverse,Port Blue,17,DJ-Cat,95.479,2020-07-17,mrkxkq8y,2022-01-01,76.999,75.999,75.993,76.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,NTSC,Reverse,Twilight City,1,doctorfeesh,94.004,2020-11-15,zq49g1rm,2022-01-01,95.999,94.999,94.654,94.898,1.0,2.0,3.0,4.0,10.0,0.0,0.0
634,NTSC,Reverse,Twilight City,2,MDK1,94.58,2021-11-26,ywklrr2y,2022-01-01,95.999,94.999,94.654,94.898,1.0,2.0,3.0,1.42,7.42,-1.8070000000000022,6.4399999999999995
635,NTSC,Reverse,Twilight City,3,Shibbypod,94.654,2018-08-22,y432enkz,2022-01-01,95.999,94.999,94.654,94.898,1.0,2.0,3.0,1.09,7.09,0.0,0.0
636,NTSC,Reverse,Twilight City,4,Game,94.898,2018-07-31,yd35npvz,2022-01-01,95.999,94.999,94.654,94.898,1.0,2.0,0.88,0.0,3.88,0.0,-2.12
637,NTSC,Reverse,Twilight City,5,MyOhMyPancakes,94.899,2020-11-12,y6r0o0py,2022-01-01,95.999,94.999,94.654,94.898,1.0,2.0,0.87,0.0,3.87,0.0,-2.0999999999999996
638,NTSC,Reverse,Twilight City,6,the_androgyne,95.097,2018-07-27,m7pgwe9m,2022-01-01,95.999,94.999,94.654,94.898,1.0,1.8,0.0,0.0,2.8,0.0,0.0
639,NTSC,Reverse,Twilight City,7,meauxdal,95.179,2020-11-18,y8rxov5m,2022-01-01,95.999,94.999,94.654,94.898,1.0,1.64,0.0,0.0,2.64,0.0,0.0
640,NTSC,Reverse,Twilight City,8,AS_Money,95.666,2019-11-14,z57p3nnm,2022-01-01,95.999,94.999,94.654,94.898,1.0,0.67,0.0,0.0,1.67,0.0,0.0
641,NTSC,Reverse,Twilight City,9,mo_moe,95.727,2017-08-26,zq60k78y,2022-01-01,95.999,94.999,94.654,94.898,1.0,0.54,0.0,0.0,1.54,0.0,0.0
642,NTSC,Reverse,Twilight City,10,KoiIroHoshi,95.781,2017-12-27,y45odl3m,2022-01-01,95.999,94.999,94.654,94.898,1.0,0.44,0.0,0.0,1.44,0.0,0.0
643,NTSC,Reverse,Twilight City,11,MetalHead,96.612,2018-07-25,me8o640m,2022-01-01,95.999,94.999,94.654,94.898,0.97,0.0,0.0,0.0,0.97,0.0,0.0
644,NTSC,Reverse,Twilight City,12,andypanther,96.712,2021-07-03,mk5grn1m,2022-01-01,95.999,94.999,94.654,94.898,0.97,0.0,0.0,0.0,0.97,0.0,0.0
645,NTSC,Reverse,Twilight City,13,GhillieGuide,96.73,2017-06-21,yjkl3w7m,2022-01-01,95.999,94.999,94.654,94.898,0.97,0.0,0.0,0.0,0.97,0.0,0.0
646,NTSC,Reverse,Twilight City,14,RyanWarner,98.789,2021-12-17,zxlk9l5z,2022-01-01,95.999,94.999,94.654,94.898,0.88,0.0,0.0,0.0,0.88,,
647,NTSC,Reverse,Twilight City,15,Bace,103.321,2018-03-18,zpq5exny,2022-01-01,95.999,94.999,94.654,94.898,0.69,0.0,0.0,0.0,0.69,0.0,0.0
648,PAL,Reverse,Twilight City,16,JimB,116.917,2018-11-25,yo2l6g7z,2022-01-01,95.999,94.999,94.654,94.898,0.1,0.0,0.0,0.0,0.1,0.0,0.0
649,PAL,Reverse,Twilight City,17,Mahrla,117.253,2011-05-28,ydqplkjm,2022-01-01,95.999,94.999,94.654,94.898,0.09,0.0,0.0,0.0,0.09,0.0,0.0
650,PAL,Reverse,Twilight City,18,DJ-Cat,119.332,2020-07-23,y90p28vy,2022-01-01,95.999,94.999,94.654,94.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,NTSC,Reverse,Glacier Coast,1,Shibbypod,80.181,2021-07-03,mkel8rxm,2022-01-01,81.999,80.999,80.649,81.673,1.0,2.0,3.0,4.0,10.0,0.0,0.0
652,NTSC,Reverse,Glacier Coast,2,doctorfeesh,80.336,2021-11-30,yle3r3xz,2022-01-01,81.999,80.999,80.649,81.673,1.0,2.0,3.0,3.58,9.58,-0.29300000000000637,0.7799999999999994
653,NTSC,Reverse,Glacier Coast,3,Game,80.649,2019-12-07,m31j72wz,2022-01-01,81.999,80.999,80.649,81.673,1.0,2.0,3.0,2.75,8.75,0.0,0.0
654,NTSC,Reverse,Glacier Coast,4,AS_Money,81.673,2019-10-06,z1jpk4jz,2022-01-01,81.999,80.999,80.649,81.673,1.0,0.65,0.0,0.0,1.65,0.0,0.0
655,NTSC,Reverse,Glacier Coast,5,andypanther,82.255,2020-07-27,yokevw5z,2022-01-01,81.999,80.999,80.649,81.673,0.99,0.0,0.0,0.0,0.99,0.0,0.0
656,NTSC,Reverse,Glacier Coast,6,MyOhMyPancakes,82.469,2019-01-23,yl4xo4xm,2022-01-01,81.999,80.999,80.649,81.673,0.98,0.0,0.0,0.0,0.98,0.0,0.0
657,NTSC,Reverse,Glacier Coast,7,MetalHead,82.524,2019-06-14,y6lp63jy,2022-01-01,81.999,80.999,80.649,81.673,0.98,0.0,0.0,0.0,0.98,0.0,0.0
658,NTSC,Reverse,Glacier Coast,8,KoiIroHoshi,82.579,2017-06-10,z5o7xl5y,2022-01-01,81.999,80.999,80.649,81.673,0.97,0.0,0.0,0.0,0.97,0.0,0.0
659,NTSC,Reverse,Glacier Coast,9,meauxdal,82.611,2018-01-24,y67vk80m,2022-01-01,81.999,80.999,80.649,81.673,0.97,0.0,0.0,0.0,0.97,0.0,0.0
660,NTSC,Reverse,Glacier Coast,10,ZubyDoo77,82.623,2020-07-25,y65g2qqz,2022-01-01,81.999,80.999,80.649,81.673,0.97,0.0,0.0,0.0,0.97,0.0,0.0
661,NTSC,Reverse,Glacier Coast,11,GhillieGuide,82.737,2018-04-18,zxv1v65y,2022-01-01,81.999,80.999,80.649,81.673,0.97,0.0,0.0,0.0,0.97,0.0,0.0
662,NTSC,Reverse,Glacier Coast,12,the_androgyne,82.794,2018-01-25,zpqxn38y,2022-01-01,81.999,80.999,80.649,81.673,0.96,0.0,0.0,0.0,0.96,0.0,0.0
663,NTSC,Reverse,Glacier Coast,13,Bace,86.017,2018-03-18,y8qn45ny,2022-01-01,81.999,80.999,80.649,81.673,0.82,0.0,0.0,0.0,0.82,0.0,0.0
664,NTSC,Reverse,Glacier Coast,14,RyanWarner,87.908,2021-07-11,y6d4oejm,2022-01-01,81.999,80.999,80.649,81.673,0.74,0.0,0.0,0.0,0.74,0.0,0.0
665,PAL,Reverse,Glacier Coast,15,JimB,99.96,2019-06-15,z1j18wjz,2022-01-01,81.999,80.999,80.649,81.673,0.2,0.0,0.0,0.0,0.2,0.0,0.0
666,PAL,Reverse,Glacier Coast,16,Mahrla,101.59,2011-05-28,yo48qvdm,2022-01-01,81.999,80.999,80.649,81.673,0.13,0.0,0.0,0.0,0.13,0.0,0.0
667,PAL,Reverse,Glacier Coast,17,DJ-Cat,104.409,2020-06-05,yv6rg0ez,2022-01-01,81.999,80.999,80.649,81.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,NTSC,Reverse,Southern Island,1,Shibbypod,79.726,2021-06-19,zp1x3prz,2022-01-01,80.999,79.999,79.994,80.542,1.0,2.0,3.0,4.0,10.0,0.0,0.0
669,NTSC,Reverse,Southern Island,2,MDK1,79.897,2021-12-22,y8j297wz,2022-01-01,80.999,79.999,79.994,80.542,1.0,2.0,3.0,3.16,9.16,,
670,NTSC,Reverse,Southern Island,3,doctorfeesh,79.994,2021-07-31,y475j5dy,2022-01-01,80.999,79.999,79.994,80.542,1.0,2.0,3.0,2.69,8.69,0.0,-0.46000000000000085
671,NTSC,Reverse,Southern Island,4,Game,80.542,2018-11-03,yd31qrqz,2022-01-01,80.999,79.999,79.994,80.542,1.0,0.91,0.0,0.0,1.91,0.0,-5.51
672,NTSC,Reverse,Southern Island,5,AS_Money,80.99,2019-09-28,mk8o12vm,2022-01-01,80.999,79.999,79.994,80.542,1.0,0.02,0.0,0.0,1.02,0.0,-2.04
673,NTSC,Reverse,Southern Island,6,mo_moe,80.993,2017-10-10,zxvlprky,2022-01-01,80.999,79.999,79.994,80.542,1.0,0.01,0.0,0.0,1.01,0.0,-2.0300000000000002
674,NTSC,Reverse,Southern Island,7,MyOhMyPancakes,81.275,2021-03-31,z504l9gy,2022-01-01,80.999,79.999,79.994,80.542,0.99,0.0,0.0,0.0,0.99,0.0,-1.4600000000000002
675,NTSC,Reverse,Southern Island,8,meauxdal,81.41,2018-11-07,me817v3m,2022-01-01,80.999,79.999,79.994,80.542,0.98,0.0,0.0,0.0,0.98,0.0,-1.2000000000000002
676,NTSC,Reverse,Southern Island,9,MetalHead,81.66,2019-01-20,zg7l5vvz,2022-01-01,80.999,79.999,79.994,80.542,0.97,0.0,0.0,0.0,0.97,0.0,-0.71
677,NTSC,Reverse,Southern Island,10,andypanther,81.776,2021-07-26,y69d8kpy,2022-01-01,80.999,79.999,79.994,80.542,0.96,0.0,0.0,0.0,0.96,0.0,-0.49
678,NTSC,Reverse,Southern Island,11,ZubyDoo77,81.78,2020-07-25,y90p8lry,2022-01-01,80.999,79.999,79.994,80.542,0.96,0.0,0.0,0.0,0.96,0.0,-0.48
679,NTSC,Reverse,Southern Island,12,the_androgyne,81.809,2018-07-12,z031rn9z,2022-01-01,80.999,79.999,79.994,80.542,0.96,0.0,0.0,0.0,0.96,0.0,-0.41999999999999993
680,NTSC,Reverse,Southern Island,13,GhillieGuide,82.255,2018-07-12,zp03r9vm,2022-01-01,80.999,79.999,79.994,80.542,0.94,0.0,0.0,0.0,0.94,0.0,-0.050000000000000044
681,NTSC,Reverse,Southern Island,14,KoiIroHoshi,82.352,2017-06-10,y231en5m,2022-01-01,80.999,79.999,79.994,80.542,0.93,0.0,0.0,0.0,0.93,0.0,-0.04999999999999993
682,NTSC,Reverse,Southern Island,15,RyanWarner,83.364,2021-12-14,yjx420gz,2022-01-01,80.999,79.999,79.994,80.542,0.88,0.0,0.0,0.0,0.88,,
683,NTSC,Reverse,Southern Island,16,NickWarner,84.118,2021-06-18,ywqx8j2y,2022-01-01,80.999,79.999,79.994,80.542,0.85,0.0,0.0,0.0,0.85,0.0,-0.040000000000000036
684,NTSC,Reverse,Southern Island,17,Bace,84.744,2018-03-18,y6784v0m,2022-01-01,80.999,79.999,79.994,80.542,0.82,0.0,0.0,0.0,0.82,0.0,-0.040000000000000036
685,PAL,Reverse,Southern Island,18,JimB,98.819,2018-07-14,zp04dlrm,2022-01-01,80.999,79.999,79.994,80.542,0.13,0.0,0.0,0.0,0.13,0.0,0.0
686,PAL,Reverse,Southern Island,19,Ipsum86,99.864,2018-07-13,yvj3qvoy,2022-01-01,80.999,79.999,79.994,80.542,0.08,0.0,0.0,0.0,0.08,0.0,0.0
687,PAL,Reverse,Southern Island,20,Mahrla,100.862,2011-05-28,mekdnk3m,2022-01-01,80.999,79.999,79.994,80.542,0.03,0.0,0.0,0.0,0.03,0.0,0.0
688,PAL,Reverse,Southern Island,21,DJ-Cat,101.441,2020-06-04,yjlxvxnz,2022-01-01,80.999,79.999,79.994,80.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
